,begins_at,open_price,close_price,high_price,low_price,volume,session,interpolated,symbol,action,pp1,pp2,pp3,pp4,bin,rand,action, shares , value ,,bin,buy,hold,sell,,
70,4/21/2021 2:10,56224.22,56042.23,56257.28,55807.38287,0,reg,FALSE,BTCUSD,sell,1.588209492,1.599079071,1.382254697,0.957026768,81,0.816901332,sell, -   , $99.47 ,,71,,,,,
71,4/21/2021 2:15,55899.605,56083.86,56254.915,55814.505,0,reg,FALSE,BTCUSD,buy,-1.672446882,-1.878138073,-2.002877077,-1.949835903,1,0.647552868,hold, -   , $99.47 ,,72,0%,44%,56%,,
72,4/21/2021 2:20,55937.99,56012.3,56254.59,55798.3637,0,reg,FALSE,BTCUSD,hold,0.197627409,1.077162792,1.7022533,2.134155099,54,0.226476064,buy, 0.00178 , $-   ,,73,0%,32%,68%,,
73,4/21/2021 2:25,56153.745,56088.325,56273.945,55836.135,0,reg,FALSE,BTCUSD,sell,1.106559143,0.523544678,-0.318884033,-1.164175103,73,0.323564703,sell, -   , $99.86 ,,74,0%,50%,50%,,
74,4/21/2021 2:30,56088.325,56239.47,56412.715,55893.3025,0,reg,FALSE,BTCUSD,buy,-0.335915897,-0.830865624,-0.780140335,-0.26568363,1,0.574701143,buy, 0.00178 , $-   ,,75,,,,,
75,4/21/2021 2:35,56239.47,56244.31,56471.68,56086.09,0,reg,FALSE,BTCUSD,sell,0.774007293,0.639315757,0.846824474,0.937131729,81,0.467247554,sell, -   , $100.12 ,,76,0%,36%,64%,,
76,4/21/2021 2:40,56119.745,56192.695,56393.03,56038.615,0,reg,FALSE,BTCUSD,buy,-0.614414767,-0.799731107,-0.828890995,-0.965212111,1,0.502838518,buy, 0.00178 , $-   ,,77,0%,38%,62%,,
77,4/21/2021 2:45,56192.695,56248.19,56446.195,56056.49,0,reg,FALSE,BTCUSD,hold,0.373884897,0.569260606,0.788539226,0.931639806,81,0.390047897,hold, 0.00178 , $-   ,,78,0%,64%,36%,,
78,4/21/2021 2:50,56248.19,56314.805,56477.245,56074.49,0,reg,FALSE,BTCUSD,hold,0.284143543,-0.05169102,-0.357668136,-0.660215441,64,0.016853045,hold, 0.00178 , $-   ,,79,0%,48%,52%,,
79,4/21/2021 2:55,56445.36,56218.135,56468.075,56059.615,0,reg,FALSE,BTCUSD,sell,1.006016437,0.415798786,0.269274128,0.361118744,81,0.030748821,hold, 0.00178 , $-   ,,80,0%,36%,64%,,
80,4/21/2021 3:00,56085.215,56154.475,56359.885,55978.515,0,reg,FALSE,BTCUSD,buy,-1.849360123,-1.6446969,-1.186845516,-0.838724916,1,0.633577514,hold, 0.00178 , $-   ,,81,0%,42%,58%,,
81,4/21/2021 3:05,56295.74,56334.2,56408.31913,55971.49656,0,reg,FALSE,BTCUSD,hold,1.077012223,1.685590472,1.918245528,1.788532443,81,0.670804876,sell, -   , $100.44 ,,,,,,,
82,4/21/2021 3:10,56334.2,56152.16,56460.37,55982.935,0,reg,FALSE,BTCUSD,sell,0.19662088,-0.507105413,-1.262992828,-1.832393291,28,0.304384108,hold, -   , $100.44 ,,,,,,,
83,4/21/2021 3:15,56290.155,56094.54,56317.96,55866.39,0,reg,FALSE,BTCUSD,hold,-0.225349531,-0.243054957,0.152093063,0.815089474,6,0.855448447,hold, -   , $100.44 ,,,,,,,
84,4/21/2021 3:20,56094.54,55847.82,56268.135,55691.93985,0,reg,FALSE,BTCUSD,hold,-1.004324484,-0.448689573,-0.118445538,-0.155830234,5,0.753986421,hold, -   , $100.44 ,,,,,,,
85,4/21/2021 3:25,55847.82,55820.31,56088.42,55515.03,0,reg,FALSE,BTCUSD,hold,-1.272303199,-0.15435574,0.169536288,0.165877532,14,0.190451923,buy, 0.00180 , $-   ,,,,,,,
86,4/21/2021 3:30,55680.035,56007.815,56015.855,55537.66,0,reg,FALSE,BTCUSD,buy,-0.867852902,0.232963371,0.223095808,0.030850284,26,0.829131612,hold, 0.00180 , $-   ,,,,,,,
87,4/21/2021 3:35,55864.19,55827.115,56066.89,55656.22,0,reg,FALSE,BTCUSD,sell,0.949385287,1.046729198,0.468729116,0.141484786,80,0.031256403,hold, 0.00180 , $-   ,,,,,,,
88,4/21/2021 3:40,55689.92,55824.625,56018.345,55457.45,0,reg,FALSE,BTCUSD,hold,-0.901235986,-1.065957852,-1.216907739,-0.970926828,1,0.49704104,buy, 0.00180 , $-   ,,,,,,,
89,4/21/2021 3:45,55688.965,55621.715,55999.37,55461.325,0,reg,FALSE,BTCUSD,hold,-0.00493886,0.516267145,0.911361599,1.22588314,54,0.279115414,hold, 0.00180 , $-   ,,,,,,,
90,4/21/2021 3:50,55479.905,55668.23,55810.94,55402.735,0,reg,FALSE,BTCUSD,buy,-1.08524483,-0.622256239,-0.65578947,-0.902679016,1,0.255603677,buy, 0.00180 , $-   ,,,,,,,
91,4/21/2021 3:55,55668.23,55306.48,55686.4,55125.245,0,reg,FALSE,BTCUSD,sell,0.97430078,1.18629827,1.041727396,0.977769714,81,0.163541045,hold, 0.00180 , $-   ,,,,,,,
92,4/21/2021 4:00,55306.48,55331.945,55656.06,55035.27542,0,reg,FALSE,BTCUSD,buy,-1.883757565,-1.646241609,-1.631542972,-1.539803733,1,0.789224757,hold, 0.00180 , $-   ,,,,,,,
93,4/21/2021 4:05,55331.945,55286.995,55570.115,55020.84,0,reg,FALSE,BTCUSD,sell,0.132544048,1.161389728,1.617195648,1.871273443,54,0.487383251,hold, 0.00180 , $-   ,,,,,,,
94,4/21/2021 4:10,55286.995,55169.465,55436.455,54970.99419,0,reg,FALSE,BTCUSD,hold,-0.234152716,-0.211217336,-0.79062167,-1.386902776,1,0.496878187,buy, 0.00180 , $-   ,,,,,,,
95,4/21/2021 4:15,55029.695,55303.31,55571.26,54925.63,0,reg,FALSE,BTCUSD,buy,-1.346589326,-0.640763487,-0.247418583,0.312884978,3,0.123394582,buy, 0.00180 , $-   ,,,,,,,
96,4/21/2021 4:20,55297.635,55289.45,55633.48,55216.225,0,reg,FALSE,BTCUSD,hold,1.395479573,1.579431687,1.278832422,0.879120579,81,0.016934121,hold, 0.00180 , $-   ,,,,,,,
97,4/21/2021 4:25,55427.83,55430.455,55670.815,55256.24,0,reg,FALSE,BTCUSD,sell,0.676486161,-0.414140204,-1.148297408,-1.39802678,55,0.351869847,sell, -   , $99.68 ,,,,,,,
98,4/21/2021 4:30,55296.375,55494.5,55699.84,55279.68,0,reg,FALSE,BTCUSD,buy,-0.684656816,-0.784018356,-0.213049815,0.538702614,3,0.31978997,buy, 0.00180 , $-   ,,,,,,,
99,4/21/2021 4:35,55354.575,55532.22,55728.225,55328.08,0,reg,FALSE,BTCUSD,hold,0.30280424,0.568777569,0.779210453,0.571541915,81,0.025106779,hold, 0.00180 , $-   ,,,,,,,
100,4/21/2021 4:40,55393.865,55527.66,55711.22101,55346.88,0,reg,FALSE,BTCUSD,hold,0.204273885,-0.056753485,-0.360305886,-0.656361411,64,0.70789172,sell, -   , $99.86 ,,,,,,,
101,4/21/2021 4:45,55527.66,55552.54,55703.58,55293.32139,0,reg,FALSE,BTCUSD,hold,0.693941723,0.282048675,0.195150044,0.319942616,78,0.000532753,hold, -   , $99.86 ,,,,,,,
102,4/21/2021 4:50,55695.02,55653.845,55806.92,55411.99,0,reg,FALSE,BTCUSD,sell,0.865421719,0.098772478,-0.105567089,-0.173213069,68,0.41270643,sell, -   , $99.86 ,,,,,,,
103,4/21/2021 4:55,55513.39,55475.94,55823.41446,55330.375,0,reg,FALSE,BTCUSD,hold,-0.942285096,-1.041239127,-0.656646685,-0.317421847,1,0.85578969,hold, -   , $99.86 ,,,,,,,
104,4/21/2021 5:00,55292.29,55298.52,55481.2,55133.975,0,reg,FALSE,BTCUSD,hold,-1.151639766,-0.12058829,0.530294881,0.683678341,18,0.140410484,buy, 0.00181 , $-   ,,,,,,,
105,4/21/2021 5:05,55160.905,55271.82,55479.78,54994.82181,0,reg,FALSE,BTCUSD,hold,-0.685972792,0.268224177,0.223955981,-0.176451207,26,0.052033579,buy, 0.00181 , $-   ,,,,,,,
106,4/21/2021 5:10,55134.155,55742.985,55903.535,55123.57,0,reg,FALSE,BTCUSD,buy,-0.139731896,0.314634756,0.026732494,-0.113600729,50,0.54786874,hold, 0.00181 , $-   ,,,,,,,
107,4/21/2021 5:15,55742.985,55611.105,55895.39,55417.95,0,reg,FALSE,BTCUSD,hold,3.145562445,1.892329542,0.908752197,0.50804335,81,0.845986799,sell, -   , $100.67 ,,,,,,,
108,4/21/2021 5:20,55753.995,55468.745,55765.995,55233.71,0,reg,FALSE,BTCUSD,sell,0.056872696,-1.779085297,-2.114734949,-1.741528598,28,0.787004172,sell, -   , $100.67 ,,,,,,,
109,4/21/2021 5:25,55468.745,55517.715,55774.395,55327.435,0,reg,FALSE,BTCUSD,buy,-1.481050273,-0.885843629,0.5145072,1.514443476,9,0.419292135,buy, 0.00181 , $-   ,,,,,,,
110,4/21/2021 5:30,55517.715,55444.135,55794.365,55170.13,0,reg,FALSE,BTCUSD,sell,0.25403351,0.99940826,1.085905089,0.329125184,81,0.706600478,sell, -   , $100.76 ,,,,,,,
111,4/21/2021 5:35,55314.12,55340.735,55556.71,55140.045,0,reg,FALSE,BTCUSD,buy,-1.060043257,-0.756908217,-1.011638289,-1.208184985,1,0.254339117,buy, 0.00182 , $-   ,,,,,,,
112,4/21/2021 5:40,55340.735,55315.86,55585.39,55141.39,0,reg,FALSE,BTCUSD,sell,0.138507738,0.690365374,0.833629589,1.062874299,54,0.845929878,sell, -   , $100.81 ,,,,,,,
113,4/21/2021 5:45,55315.86,55217.86,55484.195,55037.31,0,reg,FALSE,BTCUSD,hold,-0.129510777,-0.154378664,-0.486572565,-0.76043644,37,0.865450736,sell, -   , $100.81 ,,,,,,,
114,4/21/2021 5:50,55217.86,55298.785,55449.58,54979.39,0,reg,FALSE,BTCUSD,buy,-0.511138969,-0.219817839,-0.037692965,0.25855465,6,0.874261215,hold, -   , $100.81 ,,,,,,,
115,4/21/2021 5:55,55298.785,55457.345,55629.925,55086.815,0,reg,FALSE,BTCUSD,hold,0.421463147,0.537178818,0.436030074,0.27286447,81,0.636734228,sell, -   , $100.81 ,,,,,,,
116,4/21/2021 6:00,55457.345,55231.185,55598.45,55069.945,0,reg,FALSE,BTCUSD,sell,0.823430693,0.231533307,-0.176051815,-0.352559168,76,0.347573932,hold, -   , $100.81 ,,,,,,,
117,4/21/2021 6:05,55368.615,55441.775,55587.895,55059.83,0,reg,FALSE,BTCUSD,buy,-0.461529334,-0.740136977,-0.559682084,-0.220971035,1,0.834127297,hold, -   , $100.81 ,,,,,,,
118,4/21/2021 6:10,55580.43,55666.95,55839.4,55300.315,0,reg,FALSE,BTCUSD,hold,1.097557538,0.898034038,0.943586503,0.865882705,81,0.011466605,hold, -   , $100.81 ,,,,,,,
119,4/21/2021 6:15,55666.95,55680.75,55845.835,55408.64,0,reg,FALSE,BTCUSD,hold,0.447622153,-0.374362782,-0.732900569,-0.965656554,55,0.145211414,hold, -   , $100.81 ,,,,,,,
120,4/21/2021 6:20,55826.805,55743.755,55958.815,55486.025,0,reg,FALSE,BTCUSD,hold,0.824661915,0.217174903,0.340725706,0.618408734,81,0.56466371,sell, -   , $100.81 ,,,,,,,
